"","Pct_Chg","Exchange","X1Y_Yield_d","X1Y_Yield_f","Int_d","Int_f","Infl_d","Infl_f","GDPG_d","GDPG_f","BOT_f","BOT_d","FER_f","lag1.Exchange","lag1.X1Y_Yield_d","lag1.X1Y_Yield_f","lag1.Infl_d","lag1.Infl_f","lag1.Int_d","lag1.Int_f","lag2.Exchange","lag2.X1Y_Yield_d","lag2.X1Y_Yield_f","lag2.Infl_d","lag2.Infl_f","lag2.Int_d","lag2.Int_f","lag3.Exchange","lag3.X1Y_Yield_d","lag3.X1Y_Yield_f","lag3.Infl_d","lag3.Infl_f","lag3.Int_d","lag3.Int_f","lag4.Exchange","lag4.X1Y_Yield_d","lag4.X1Y_Yield_f","lag4.Infl_d","lag4.Infl_f","lag4.Int_d","lag4.Int_f","lag5.Exchange","lag5.X1Y_Yield_d","lag5.X1Y_Yield_f","lag5.Infl_d","lag5.Infl_f","lag5.Int_d","lag5.Int_f","lag6.Exchange","lag6.X1Y_Yield_d","lag6.X1Y_Yield_f","lag6.Infl_d","lag6.Infl_f","lag6.Int_d","lag6.Int_f","lag7.Exchange","lag7.X1Y_Yield_d","lag7.X1Y_Yield_f","lag7.Infl_d","lag7.Infl_f","lag7.Int_d","lag7.Int_f","lag8.Exchange","lag8.X1Y_Yield_d","lag8.X1Y_Yield_f","lag8.Infl_d","lag8.Infl_f","lag8.Int_d","lag8.Int_f","lag9.Exchange","lag9.X1Y_Yield_d","lag9.X1Y_Yield_f","lag9.Infl_d","lag9.Infl_f","lag9.Int_d","lag9.Int_f"
"119",-0.171959721146399,1.16931711880262,1.54464204382435,0.574157676470393,6.5,4.75,3.4,2.5,-108281.744724627,-7.898268780079,-3438.7,-32607,239944,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5,1.06541657788195,6.2306962853534,0.72533760635798,3.7,2,6.5,4.25,1.05207785376118,7.8,0.9,3.7,2.1,6.5,3.75,1.10387459984546,6.18603654425512,1.07557026399221,3.2,1.7,6,3.75,1.05831304899989,3.13187604697765,1.21980328137158,3.1,1.7,6,3.5,1.03702167375298,1.2,1.3,3.8,1.9,5.75,3.25,1.01688021151108,2.18759754407345,1.29718796618387,3.2,1.9,5.5,3
"120",-0.111473788328385,1.11321384838027,2.3,0.7,6.5,4.75,3.4,2.5,-108464,-7.76,-3147.3,-33454,242327,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5,1.06541657788195,6.2306962853534,0.72533760635798,3.7,2,6.5,4.25,1.05207785376118,7.8,0.9,3.7,2.1,6.5,3.75,1.10387459984546,6.18603654425512,1.07557026399221,3.2,1.7,6,3.75,1.05831304899989,3.13187604697765,1.21980328137158,3.1,1.7,6,3.5,1.03702167375298,1.2,1.3,3.8,1.9,5.75,3.25
"121",-0.0745237390188522,1.06655290102389,1.41757809784125,0.848166109744897,5.5,4.75,3.7,2,-108969.483601186,-7.07966005728041,-7322,-34817,252122,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5,1.06541657788195,6.2306962853534,0.72533760635798,3.7,2,6.5,4.25,1.05207785376118,7.8,0.9,3.7,2.1,6.5,3.75,1.10387459984546,6.18603654425512,1.07557026399221,3.2,1.7,6,3.75,1.05831304899989,3.13187604697765,1.21980328137158,3.1,1.7,6,3.5
"122",-0.063961765304049,1.08636610537751,-0.194972602351609,0.943579057011856,5.5,4.75,3.5,1.9,-108867.09290144,-6.08615949672141,206.9,-29349,247654,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5,1.06541657788195,6.2306962853534,0.72533760635798,3.7,2,6.5,4.25,1.05207785376118,7.8,0.9,3.7,2.1,6.5,3.75,1.10387459984546,6.18603654425512,1.07557026399221,3.2,1.7,6,3.75
"123",-0.0580732137301649,1.10095783331498,-1.1,0.9,5.5,4.75,2.9,2.2,-106879,-5.12,2078.6,-32732,243541,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5,1.06541657788195,6.2306962853534,0.72533760635798,3.7,2,6.5,4.25,1.05207785376118,7.8,0.9,3.7,2.1,6.5,3.75
"124",-0.0554556037675993,1.12044817927171,-0.330466017788574,0.669230008564649,5,4.75,3.3,2.7,-102442.59073396,-4.44610603732538,-971.4,-31217,237173,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5,1.06541657788195,6.2306962853534,0.72533760635798,3.7,2,6.5,4.25
"125",-0.0337785627552711,1.14246544042043,1.19821132854505,0.355229799185889,4.5,4.75,3.6,3.1,-97856.1058918361,-4.02709323303538,699.8,-27446,238912,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5,1.10558319513543,3.0127007233505,0.582012459328795,3.4,2,6.5,4.5
"126",-0.102577590741717,1.17233294255569,2.1,0.1,4,4.5,3.2,2.8,-96133,-3.75,3966.2,-29140,238660,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5,1.15008625646924,0.499999999999999,0.5,3.5,2.5,6.5,4.5
"127",-0.0821436181547036,1.16076610562972,1.41539708442415,0.00824718932984195,3.75,4.5,2.7,2.6,-99034.4867963073,-3.42036023786252,7497,-30081,240745,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75,1.17302052785924,0.363857330127262,0.501068515418725,3.4,2.4,6.5,4.5
"128",-0.00342730790492381,1.10938540048813,-0.10898382293969,0.0355017462445903,3.75,4.5,2.7,2.3,-103312.816864549,-2.5176897933593,4273.8,-28171,240123,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75,1.16931711880262,1.54464204382435,0.574157676470393,3.4,2.5,6.5,4.75
"129",0.0481886141460645,1.0972130787799,-1.3,0.1,3.5,4.25,2.6,2.2,-104468,-0.44,3566.3,-31141,242146,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75,1.11321384838027,2.3,0.7,3.4,2.5,6.5,4.75
"130",0.06158357771261,1.10497237569061,-1.27186306064879,0.134818271153021,3,3.75,2.1,2.2,-99616.5361548847,3.05421365544211,8914.3,-30839,244500,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75,1.06655290102389,1.41757809784125,0.848166109744897,3.7,2,5.5,4.75
"131",0.0387043966323677,1.12574580659687,-0.288201962712215,0.13239284546538,2.5,3.75,1.9,2,-92340.8859092269,6.76451907313925,5352.4,-29737,242393,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75,1.08636610537751,-0.194972602351609,0.943579057011856,3.5,1.9,5.5,4.75
"132",-0.00790381832350653,1.12208258527828,1.1,0.1,2,3.25,1.6,2,-87840,9.13,7011.7,-26839,234931,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75,1.10095783331498,-1.1,0.9,2.9,2.2,5.5,4.75
"133",-0.0580204778156968,1.13224637681159,2.39798108409691,0.0524797260580747,1.75,3.25,1.1,2.6,-89868.9611767464,9.08387598646443,122.9,-29355,239003,1.12208258527828,1.1,0.1,1.6,2,2,3.25,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75,1.12044817927171,-0.330466017788574,0.669230008564649,3.3,2.7,5,4.75
"134",-0.0541010320478052,1.14850120592627,3.33586574786262,0.034926871893889,1.75,3.25,1.1,2.5,-96407.3802392841,7.53590979709858,5906.6,-32287,236904,1.13224637681159,2.39798108409691,0.0524797260580747,1.1,2.6,1.75,3.25,1.12208258527828,1.1,0.1,1.6,2,2,3.25,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5,1.14246544042043,1.19821132854505,0.355229799185889,3.6,3.1,4.5,4.75
"135",-0.0349003633160866,1.14077116130504,3.7,0.1,1.75,3.25,1.5,2.5,-103991,5.89,9193.8,-30825,235634,1.14850120592627,3.33586574786262,0.034926871893889,1.1,2.5,1.75,3.25,1.13224637681159,2.39798108409691,0.0524797260580747,1.1,2.6,1.75,3.25,1.12208258527828,1.1,0.1,1.6,2,2,3.25,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5,1.17233294255569,2.1,0.1,3.2,2.8,4,4.5
"136",-0.00728291316526303,1.12866817155756,3.38734613166854,0.273781343133199,1.75,3.25,1.6,2.3,-109771.952471463,5.23954165795943,3239.8,-33666,231716,1.14077116130504,3.7,0.1,1.5,2.5,1.75,3.25,1.14850120592627,3.33586574786262,0.034926871893889,1.1,2.5,1.75,3.25,1.13224637681159,2.39798108409691,0.0524797260580747,1.1,2.6,1.75,3.25,1.12208258527828,1.1,0.1,1.6,2,2,3.25,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5,1.16076610562972,1.41539708442415,0.00824718932984195,2.7,2.6,3.75,4.5
"137",0.0476408088655345,1.09051254089422,2.73733156385431,0.476047815107212,1.75,3.25,1.2,2,-113367.92646697,5.43591581254048,7401.7,-33921,232206,1.12866817155756,3.38734613166854,0.273781343133199,1.6,2.3,1.75,3.25,1.14077116130504,3.7,0.1,1.5,2.5,1.75,3.25,1.14850120592627,3.33586574786262,0.034926871893889,1.1,2.5,1.75,3.25,1.13224637681159,2.39798108409691,0.0524797260580747,1.1,2.6,1.75,3.25,1.12208258527828,1.1,0.1,1.6,2,2,3.25,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25,1.10938540048813,-0.10898382293969,0.0355017462445903,2.7,2.3,3.75,4.5
"138",0.120867526377501,1.04591569919464,2.2,0.6,1.75,3.25,1.1,1.9,-115013,6.02,9663.9,-34900,238565,1.09051254089422,2.73733156385431,0.476047815107212,1.2,2,1.75,3.25,1.12866817155756,3.38734613166854,0.273781343133199,1.6,2.3,1.75,3.25,1.14077116130504,3.7,0.1,1.5,2.5,1.75,3.25,1.14850120592627,3.33586574786262,0.034926871893889,1.1,2.5,1.75,3.25,1.13224637681159,2.39798108409691,0.0524797260580747,1.1,2.6,1.75,3.25,1.12208258527828,1.1,0.1,1.6,2,2,3.25,1.12574580659687,-0.288201962712215,0.13239284546538,1.9,2,2.5,3.75,1.10497237569061,-1.27186306064879,0.134818271153021,2.1,2.2,3,3.75,1.0972130787799,-1.3,0.1,2.6,2.2,3.5,4.25
